1,0.01738,0.02536,0.0066681,0.0062391,0.019298,0.026453,0.023881,0.0024805,0.013795,0.017916,0.022753,0.038686,0.034763,0.056627,0.039688,0.043713,0.049181,0.037499,0.030335,0.033551,0.045097,0.048154,0.045196,0.048829,0.060016,0.06167,0.061833,0.069229,0.08634,0.11161,0.10693,0.090307,0.093997,0.092703,0.10291,0.087236,0.077844,0.063742,0.037126,0.028402,0.045831,0.030891,0.036525,0.033319,0.031913,0.02625,0.016865,0.009528,0.0093385,0.033884,0.0076108,0.028984,0.034621,0.068054,0.067705,0.037379,0.063492,0.033858,0.039998,0.021094,1
2,0.043544,0.05401,0.049534,0.053325,0.073705,0.087503,0.085058,0.065842,0.055926,0.05817,0.031747,0.0057097,0.039952,0.063726,0.091011,0.10475,0.10784,0.11267,0.11998,0.11165,0.10488,0.10272,0.090661,0.066093,0.049262,0.044261,0.046431,0.05859,0.07255,0.070491,0.044986,0.041174,0.064314,0.056583,0.035713,0.014034,0.0055887,0.014607,0.0079231,0.021847,0.042218,0.041295,0.020444,0.041326,0.046726,0.03511,0.051334,0.053219,0.065479,0.056756,0.024562,0.043686,0.033539,0.013716,0.014848,0.042224,0.027109,0.068394,0.053791,0.0050624,2
3,0.024668,0.010966,0.022386,0.013746,0.032362,0.038582,0.030944,0.0057008,0.02918,0.02581,0.037025,0.035686,0.047081,0.052331,0.047475,0.031,0.033727,0.041616,0.049889,0.050566,0.051316,0.05825,0.062334,0.06549,0.079951,0.082806,0.085738,0.084775,0.076374,0.075178,0.081807,0.071162,0.054584,0.034299,0.020091,0.031561,0.038134,0.046262,0.052064,0.039828,0.034249,0.056133,0.062557,0.046663,0.040923,0.042677,0.042786,0.044882,0.035706,0.072851,0.047049,0.018483,0.015147,0.011079,0.013066,0.033226,0.098448,0.094803,0.019309,0.053999,1
4,0.084845,0.064702,0.082994,0.099533,0.10369,0.086233,0.075556,0.033552,0.038009,0.046889,0.071719,0.080395,0.090507,0.087886,0.097577,0.084505,0.096785,0.10683,0.1125,0.10237,0.10488,0.10252,0.090921,0.076925,0.064727,0.049967,0.033303,0.023489,0.03198,0.042131,0.03972,0.024346,0.043765,0.07812,0.087417,0.080829,0.071905,0.05848,0.058424,0.042109,0.034559,0.056154,0.073049,0.056046,0.03222,0.030498,0.040753,0.014292,0.041749,0.040097,0.047395,0.050407,0.02272,0.12556,0.076613,0.058145,0.15552,0.21737,0.1062,0.044718,2
5,0.096431,0.1294,0.074063,0.040457,0.073853,0.14041,0.090292,0.087818,0.084749,0.036223,0.067798,0.06721,0.099982,0.075121,0.037116,0.043166,0.045814,0.020396,0.034067,0.039167,0.054399,0.072499,0.071423,0.0662,0.049233,0.049817,0.057162,0.079318,0.091368,0.09606,0.12222,0.1303,0.10628,0.10296,0.10783,0.061458,0.025157,0.031481,0.025096,0.057228,0.14317,0.1758,0.13117,0.12114,0.17987,0.20621,0.13936,0.086441,0.039991,0.10024,0.15775,0.18147,0.14822,0.080187,0.071268,0.089294,0.014268,0.073811,0.051032,0.065812,2
6,0.022987,0.0030158,0.023338,0.020082,0.01336,0.028417,0.0016768,0.01732,0.025675,0.013297,0.029518,0.012581,0.02689,0.039749,0.033559,0.032437,0.027556,0.021644,0.014904,0.011355,0.0142,0.032456,0.046445,0.057378,0.065412,0.076198,0.080125,0.087262,0.084852,0.080781,0.079643,0.073635,0.068978,0.078434,0.075925,0.05841,0.020365,0.0071132,0.01561,0.021867,0.026962,0.037458,0.064911,0.053789,0.0183,0.019248,0.01474,0.018868,0.029883,0.020895,0.051546,0.052507,0.072487,0.013716,0.022568,0.01246,0.080614,0.039276,0.032412,0.059906,1
7,0.038498,0.018095,0.063466,0.05547,0.048023,0.08271,0.06829,0.088819,0.050992,0.044033,0.059625,0.043186,0.033996,0.039197,0.03759,0.036029,0.033248,0.017249,0.046647,0.065404,0.047163,0.050128,0.09999,0.08428,0.045545,0.050126,0.057777,0.067545,0.056707,0.041607,0.031404,0.027302,0.020653,0.049627,0.042528,0.047989,0.04151,0.035306,0.043541,0.025501,0.0141,0.0071206,0.017551,0.026853,0.021954,0.017323,0.023103,0.01448,0.02428,0.040661,0.10621,0.16214,0.07952,0.0094959,0.05939,0.066451,0.054931,0.12189,0.075169,0.059062,1
8,0.025603,0.040713,0.013812,0.0079939,0.017888,0.014613,0.014176,0.0056573,0.015872,0.024466,0.028185,0.026226,0.02468,0.020928,0.010961,0.014149,0.018498,0.036623,0.044787,0.058828,0.060933,0.063545,0.058744,0.045069,0.052361,0.069141,0.08474,0.094562,0.083436,0.060725,0.042391,0.012464,0.023842,0.062225,0.097005,0.10986,0.12679,0.12968,0.12348,0.091121,0.048618,0.036328,0.066872,0.1105,0.11507,0.11515,0.12656,0.1122,0.1013,0.077934,0.058465,0.034025,0.021638,0.013189,0.02138,0.040148,0.047797,0.023701,0.029654,0.027843,2
9,0.014764,0.011789,0.006549,0.024372,0.025533,0.031536,0.026828,0.04169,0.032751,0.034712,0.028108,0.029395,0.042276,0.069208,0.058856,0.042526,0.055549,0.085409,0.088974,0.096834,0.10146,0.10123,0.094791,0.078072,0.065963,0.048202,0.028809,0.0078675,0.040661,0.026161,0.024113,0.017553,0.025586,0.03509,0.036716,0.054248,0.053849,0.027501,0.017972,0.021055,0.021532,0.017887,0.034098,0.022534,0.018913,0.022002,0.055539,0.043377,0.016699,0.07511,0.060195,0.07393,0.068701,0.046424,0.058202,0.013152,0.04209,0.039276,0.040688,0.027,1
10,0.047281,0.11076,0.06037,0.023787,0.12796,0.22081,0.18947,0.15592,0.1113,0.061501,0.067978,0.077976,0.12592,0.14149,0.14487,0.11169,0.049477,0.026664,0.032746,0.047998,0.055374,0.035869,0.014299,0.052977,0.061184,0.072379,0.063753,0.075791,0.081676,0.092745,0.09863,0.071759,0.021056,0.041299,0.074996,0.071166,0.021591,0.039789,0.050682,0.074107,0.06055,0.024623,0.041795,0.035603,0.025357,0.026548,0.026198,0.012411,0.012525,0.042638,0.029405,0.07477,0.039489,0.041676,0.022568,0.080295,0.023542,0.026409,0.05586,0.044718,1
